tripId,type,odometer,batteryVoltage,batteryCurrent,wheelRpm,throttle,timestamp,underVoltageLimit,overVoltageLimit,date,time
515.0,1,461992.0,65.78,0.0,0.0,0.0,2020-11-05 06:32:47,57.0,72.0,2020-11-05,06:32:47
515.0,1,461996.0,65.66,0.72,157.0,7.0,2020-11-05 06:32:51,57.0,72.0,2020-11-05,06:32:51
515.0,1,462013.0,61.64,15.16,315.0,77.0,2020-11-05 06:32:55,57.0,72.0,2020-11-05,06:32:55
515.0,1,462361.0,65.09,0.0,561.0,0.0,2020-11-05 06:33:38,57.0,72.0,2020-11-05,06:33:38
515.0,1,462412.0,61.75,22.02,556.0,100.0,2020-11-05 06:33:44,57.0,72.0,2020-11-05,06:33:44
515.0,1,462098.0,62.79,18.78,572.0,100.0,2020-11-05 06:33:09,57.0,72.0,2020-11-05,06:33:09
515.0,1,462202.0,63.36,13.72,598.0,100.0,2020-11-05 06:33:20,57.0,72.0,2020-11-05,06:33:20
515.0,1,463168.0,64.97,1.08,546.0,0.0,2020-11-05 06:35:29,57.0,72.0,2020-11-05,06:35:29
515.0,1,463099.0,62.33,18.06,582.0,100.0,2020-11-05 06:35:21,57.0,72.0,2020-11-05,06:35:21
515.0,1,463118.0,62.56,16.96,577.0,97.0,2020-11-05 06:35:23,57.0,72.0,2020-11-05,06:35:23
515.0,1,463072.0,59.91,23.12,572.0,100.0,2020-11-05 06:35:18,57.0,72.0,2020-11-05,06:35:18
515.0,1,463109.0,62.44,17.7,577.0,100.0,2020-11-05 06:35:22,57.0,72.0,2020-11-05,06:35:22
515.0,1,463260.0,64.05,2.88,409.0,63.0,2020-11-05 06:35:41,57.0,72.0,2020-11-05,06:35:41
515.0,1,463292.0,61.41,27.44,404.0,95.0,2020-11-05 06:35:46,57.0,72.0,2020-11-05,06:35:46
515.0,1,463523.0,65.66,0.0,157.0,0.0,2020-11-05 06:37:36,57.0,72.0,2020-11-05,06:37:36
515.0,1,463520.0,65.66,0.0,168.0,0.0,2020-11-05 06:37:35,57.0,72.0,2020-11-05,06:37:35
515.0,1,463509.0,65.43,2.16,199.0,49.0,2020-11-05 06:37:31,57.0,72.0,2020-11-05,06:37:31
515.0,1,463513.0,65.55,1.08,194.0,47.0,2020-11-05 06:37:32,57.0,72.0,2020-11-05,06:37:32
515.0,1,463527.0,65.66,0.72,84.0,0.0,2020-11-05 06:37:38,57.0,72.0,2020-11-05,06:37:38
515.0,1,463528.0,65.66,0.0,26.0,0.0,2020-11-05 06:37:40,57.0,72.0,2020-11-05,06:37:40
515.0,1,463530.0,65.09,7.22,63.0,19.0,2020-11-05 06:37:44,57.0,72.0,2020-11-05,06:37:44
515.0,1,463527.0,65.66,0.0,5.0,0.0,2020-11-05 06:37:39,57.0,72.0,2020-11-05,06:37:39
517.0,1,463536.0,66.24,0.0,0.0,0.0,2020-11-05 08:03:21,57.0,72.0,2020-11-05,08:03:21
517.0,1,463536.0,66.24,0.0,0.0,0.0,2020-11-05 08:03:24,57.0,72.0,2020-11-05,08:03:24
517.0,1,463536.0,66.24,0.0,0.0,0.0,2020-11-05 08:03:26,57.0,72.0,2020-11-05,08:03:26
517.0,1,463536.0,66.24,0.0,0.0,0.0,2020-11-05 08:03:22,57.0,72.0,2020-11-05,08:03:22
517.0,1,463536.0,66.24,0.0,0.0,0.0,2020-11-05 08:03:25,57.0,72.0,2020-11-05,08:03:25
517.0,1,463536.0,66.24,0.0,0.0,0.0,2020-11-05 08:03:23,57.0,72.0,2020-11-05,08:03:23
517.0,1,463540.0,66.12,0.0,21.0,0.0,2020-11-05 08:03:46,57.0,72.0,2020-11-05,08:03:46
517.0,1,463540.0,66.12,0.0,0.0,0.0,2020-11-05 08:03:47,57.0,72.0,2020-11-05,08:03:47
517.0,1,463536.0,66.12,0.0,31.0,0.0,2020-11-05 08:03:39,57.0,72.0,2020-11-05,08:03:39
519.0,1,464103.0,66.01,0.0,0.0,0.0,2020-11-05 08:16:48,57.0,72.0,2020-11-05,08:16:48
519.0,1,464103.0,66.01,0.0,0.0,0.0,2020-11-05 08:16:50,57.0,72.0,2020-11-05,08:16:50
519.0,1,464103.0,66.12,0.0,0.0,0.0,2020-11-05 08:16:56,57.0,72.0,2020-11-05,08:16:56
519.0,1,464103.0,66.01,0.0,0.0,0.0,2020-11-05 08:16:52,57.0,72.0,2020-11-05,08:16:52
519.0,1,464516.0,65.89,0.0,0.0,0.0,2020-11-05 08:19:28,57.0,72.0,2020-11-05,08:19:28
519.0,1,464516.0,65.89,0.0,0.0,0.0,2020-11-05 08:19:34,57.0,72.0,2020-11-05,08:19:34
519.0,1,464516.0,65.89,0.0,0.0,0.0,2020-11-05 08:19:29,57.0,72.0,2020-11-05,08:19:29
519.0,1,464517.0,65.89,0.0,5.0,0.0,2020-11-05 08:19:44,57.0,72.0,2020-11-05,08:19:44
519.0,1,464516.0,65.89,0.0,0.0,0.0,2020-11-05 08:19:39,57.0,72.0,2020-11-05,08:19:39
519.0,1,465478.0,65.32,2.52,530.0,36.0,2020-11-05 08:22:32,57.0,72.0,2020-11-05,08:22:32
519.0,1,465460.0,64.74,4.32,582.0,11.0,2020-11-05 08:22:30,57.0,72.0,2020-11-05,08:22:30
519.0,1,465442.0,63.71,11.56,614.0,100.0,2020-11-05 08:22:28,57.0,72.0,2020-11-05,08:22:28
519.0,1,465432.0,63.48,11.92,609.0,100.0,2020-11-05 08:22:27,57.0,72.0,2020-11-05,08:22:27
519.0,1,465499.0,64.14,2.82,393.0,6.0,2020-11-05 08:22:35,57.0,72.0,2020-11-05,08:22:35
519.0,1,465519.0,65.55,0.36,304.0,53.0,2020-11-05 08:22:39,57.0,72.0,2020-11-05,08:22:39
519.0,1,465509.0,64.02,3.22,325.0,0.0,2020-11-05 08:22:37,57.0,72.0,2020-11-05,08:22:37
519.0,1,465536.0,64.28,11.92,304.0,87.0,2020-11-05 08:22:43,57.0,72.0,2020-11-05,08:22:43
519.0,1,465514.0,65.55,6.5,288.0,33.0,2020-11-05 08:22:38,57.0,72.0,2020-11-05,08:22:38
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:16:21,57.0,72.0,2020-11-06,12:16:21
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:16:14,57.0,72.0,2020-11-06,12:16:14
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:18:44,57.0,74.0,2020-11-06,12:18:44
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:18:42,57.0,74.0,2020-11-06,12:18:42
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:18:46,57.0,74.0,2020-11-06,12:18:46
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:18:51,57.0,74.0,2020-11-06,12:18:51
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:18:58,57.0,74.0,2020-11-06,12:18:58
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:18:54,57.0,74.0,2020-11-06,12:18:54
527.0,1,472461.0,67.04,0.0,0.0,0.0,2020-11-06 12:18:37,57.0,74.0,2020-11-06,12:18:37
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:18:25,57.0,74.0,2020-11-06,12:18:25
515.0,1,461941.0,65.32,0.0,441.0,0.0,2020-11-05 06:31:54,57.0,72.0,2020-11-05,06:31:54
515.0,1,461902.0,65.2,0.0,567.0,0.0,2020-11-05 06:31:49,57.0,72.0,2020-11-05,06:31:49
515.0,1,461790.0,62.67,15.88,588.0,100.0,2020-11-05 06:31:37,57.0,72.0,2020-11-05,06:31:37
515.0,1,461992.0,65.55,0.0,78.0,0.0,2020-11-05 06:32:06,57.0,72.0,2020-11-05,06:32:06
515.0,1,462939.0,65.32,0.0,304.0,0.0,2020-11-05 06:35:00,57.0,72.0,2020-11-05,06:35:00
515.0,1,462935.0,65.32,0.36,325.0,0.0,2020-11-05 06:34:59,57.0,72.0,2020-11-05,06:34:59
515.0,1,462944.0,61.41,27.08,294.0,100.0,2020-11-05 06:35:01,57.0,72.0,2020-11-05,06:35:01
515.0,1,462954.0,60.95,24.92,262.0,100.0,2020-11-05 06:35:03,57.0,72.0,2020-11-05,06:35:03
515.0,1,463008.0,61.41,23.84,540.0,99.0,2020-11-05 06:35:11,57.0,72.0,2020-11-05,06:35:11
515.0,1,463464.0,64.86,5.4,199.0,30.0,2020-11-05 06:37:17,57.0,72.0,2020-11-05,06:37:17
515.0,1,463473.0,65.32,2.84,204.0,53.0,2020-11-05 06:37:20,57.0,72.0,2020-11-05,06:37:20
515.0,1,463449.0,65.66,0.0,215.0,0.0,2020-11-05 06:37:12,57.0,72.0,2020-11-05,06:37:12
515.0,1,463429.0,61.64,25.28,241.0,83.0,2020-11-05 06:37:07,57.0,72.0,2020-11-05,06:37:07
515.0,1,463392.0,65.78,0.0,0.0,0.0,2020-11-05 06:36:58,57.0,72.0,2020-11-05,06:36:58
517.0,1,463593.0,66.15,19.82,257.0,52.0,2020-11-05 08:04:09,57.0,72.0,2020-11-05,08:04:09
517.0,1,463580.0,66.58,4.68,351.0,0.0,2020-11-05 08:04:05,57.0,72.0,2020-11-05,08:04:05
517.0,1,463612.0,63.94,10.82,252.0,45.0,2020-11-05 08:04:14,57.0,72.0,2020-11-05,08:04:14
517.0,1,463601.0,66.47,4.32,231.0,0.0,2020-11-05 08:04:11,57.0,72.0,2020-11-05,08:04:11
517.0,1,463605.0,62.33,15.88,157.0,39.0,2020-11-05 08:04:12,57.0,72.0,2020-11-05,08:04:12
517.0,1,463621.0,65.66,1.44,309.0,13.0,2020-11-05 08:04:16,57.0,72.0,2020-11-05,08:04:16
517.0,1,463597.0,66.58,3.96,288.0,0.0,2020-11-05 08:04:10,57.0,72.0,2020-11-05,08:04:10
517.0,1,463544.0,66.12,0.0,57.0,0.0,2020-11-05 08:03:55,57.0,72.0,2020-11-05,08:03:55
519.0,1,464193.0,64.97,5.4,189.0,31.0,2020-11-05 08:18:08,57.0,72.0,2020-11-05,08:18:08
519.0,1,464218.0,62.1,24.92,257.0,64.0,2020-11-05 08:18:14,57.0,72.0,2020-11-05,08:18:14
519.0,1,464201.0,63.59,17.7,267.0,50.0,2020-11-05 08:18:10,57.0,72.0,2020-11-05,08:18:10
519.0,1,465012.0,63.82,3.96,504.0,85.0,2020-11-05 08:21:43,57.0,72.0,2020-11-05,08:21:43
519.0,1,464914.0,61.52,27.44,378.0,100.0,2020-11-05 08:21:31,57.0,72.0,2020-11-05,08:21:31
519.0,1,465076.0,63.59,7.94,630.0,100.0,2020-11-05 08:21:50,57.0,72.0,2020-11-05,08:21:50
519.0,1,465086.0,64.51,7.58,630.0,100.0,2020-11-05 08:21:51,57.0,72.0,2020-11-05,08:21:51
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:17:03,57.0,72.0,2020-11-06,12:17:03
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:16:56,57.0,72.0,2020-11-06,12:16:56
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:16:51,57.0,72.0,2020-11-06,12:16:51
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:16:53,57.0,72.0,2020-11-06,12:16:53
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:16:49,57.0,72.0,2020-11-06,12:16:49
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:16:50,57.0,72.0,2020-11-06,12:16:50
515.0,1,461388.0,65.89,0.0,0.0,0.0,2020-11-05 06:30:31,57.0,72.0,2020-11-05,06:30:31
515.0,1,461388.0,65.89,0.0,0.0,0.0,2020-11-05 06:30:30,57.0,72.0,2020-11-05,06:30:30
515.0,1,461420.0,62.1,26.0,378.0,100.0,2020-11-05 06:30:40,57.0,72.0,2020-11-05,06:30:40
515.0,1,461444.0,65.55,0.0,346.0,0.0,2020-11-05 06:30:44,57.0,72.0,2020-11-05,06:30:44
515.0,1,461562.0,65.32,1.08,540.0,70.0,2020-11-05 06:31:05,57.0,72.0,2020-11-05,06:31:05
515.0,1,461522.0,63.25,8.66,414.0,89.0,2020-11-05 06:31:00,57.0,72.0,2020-11-05,06:31:00
515.0,1,461738.0,61.52,26.36,420.0,100.0,2020-11-05 06:31:31,57.0,72.0,2020-11-05,06:31:31
517.0,1,463765.0,64.63,8.3,199.0,61.0,2020-11-05 08:04:55,57.0,72.0,2020-11-05,08:04:55
517.0,1,463752.0,65.32,2.88,136.0,42.0,2020-11-05 08:04:49,57.0,72.0,2020-11-05,08:04:49
517.0,1,463778.0,63.59,14.8,294.0,100.0,2020-11-05 08:04:58,57.0,72.0,2020-11-05,08:04:58
519.0,1,464170.0,66.01,0.0,0.0,0.0,2020-11-05 08:17:54,57.0,72.0,2020-11-05,08:17:54
519.0,1,464170.0,66.01,0.0,0.0,0.0,2020-11-05 08:17:48,57.0,72.0,2020-11-05,08:17:48
519.0,1,464170.0,66.01,0.0,0.0,0.0,2020-11-05 08:17:50,57.0,72.0,2020-11-05,08:17:50
519.0,1,464170.0,66.01,0.0,0.0,0.0,2020-11-05 08:17:49,57.0,72.0,2020-11-05,08:17:49
519.0,1,464170.0,66.01,0.0,0.0,0.0,2020-11-05 08:17:46,57.0,72.0,2020-11-05,08:17:46
519.0,1,464170.0,65.89,0.0,0.0,0.0,2020-11-05 08:17:41,57.0,72.0,2020-11-05,08:17:41
519.0,1,464170.0,65.89,0.0,0.0,0.0,2020-11-05 08:17:45,57.0,72.0,2020-11-05,08:17:45
519.0,1,464179.0,64.63,6.86,141.0,28.0,2020-11-05 08:18:03,57.0,72.0,2020-11-05,08:18:03
519.0,1,464678.0,62.9,18.78,572.0,100.0,2020-11-05 08:21:05,57.0,72.0,2020-11-05,08:21:05
519.0,1,464696.0,63.13,15.52,588.0,100.0,2020-11-05 08:21:07,57.0,72.0,2020-11-05,08:21:07
519.0,1,464734.0,63.71,11.18,614.0,100.0,2020-11-05 08:21:11,57.0,72.0,2020-11-05,08:21:11
519.0,1,464813.0,63.59,11.56,614.0,100.0,2020-11-05 08:21:19,57.0,72.0,2020-11-05,08:21:19
519.0,1,464833.0,63.48,11.18,614.0,100.0,2020-11-05 08:21:21,57.0,72.0,2020-11-05,08:21:21
519.0,1,464843.0,63.59,11.18,614.0,100.0,2020-11-05 08:21:22,57.0,72.0,2020-11-05,08:21:22
519.0,1,464726.0,63.48,12.28,614.0,100.0,2020-11-05 08:21:10,57.0,72.0,2020-11-05,08:21:10
519.0,1,464687.0,62.9,17.34,582.0,100.0,2020-11-05 08:21:06,57.0,72.0,2020-11-05,08:21:06
519.0,1,464659.0,62.1,27.08,514.0,100.0,2020-11-05 08:21:03,57.0,72.0,2020-11-05,08:21:03
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:16:37,57.0,72.0,2020-11-06,12:16:37
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:16:38,57.0,72.0,2020-11-06,12:16:38
515.0,1,461965.0,65.43,0.0,351.0,0.0,2020-11-05 06:31:58,57.0,72.0,2020-11-05,06:31:58
515.0,1,461979.0,65.43,0.0,278.0,0.0,2020-11-05 06:32:01,57.0,72.0,2020-11-05,06:32:01
515.0,1,461992.0,65.66,0.0,0.0,0.0,2020-11-05 06:32:21,57.0,72.0,2020-11-05,06:32:21
515.0,1,461992.0,65.66,0.0,0.0,0.0,2020-11-05 06:32:25,57.0,72.0,2020-11-05,06:32:25
515.0,1,462047.0,63.13,7.58,246.0,66.0,2020-11-05 06:33:02,57.0,72.0,2020-11-05,06:33:02
515.0,1,462058.0,61.52,27.44,372.0,100.0,2020-11-05 06:33:04,57.0,72.0,2020-11-05,06:33:04
515.0,1,462051.0,61.52,27.44,309.0,100.0,2020-11-05 06:33:03,57.0,72.0,2020-11-05,06:33:03
515.0,1,461992.0,65.78,0.0,0.0,0.0,2020-11-05 06:32:40,57.0,72.0,2020-11-05,06:32:40
515.0,1,461992.0,65.78,0.0,0.0,0.0,2020-11-05 06:32:46,57.0,72.0,2020-11-05,06:32:46
515.0,1,461992.0,65.78,0.0,0.0,0.0,2020-11-05 06:32:41,57.0,72.0,2020-11-05,06:32:41
515.0,1,462108.0,62.44,18.06,582.0,100.0,2020-11-05 06:33:10,57.0,72.0,2020-11-05,06:33:10
515.0,1,463392.0,65.55,0.0,0.0,0.0,2020-11-05 06:36:16,57.0,72.0,2020-11-05,06:36:16
515.0,1,463392.0,65.43,0.0,5.0,0.0,2020-11-05 06:36:15,57.0,72.0,2020-11-05,06:36:15
515.0,1,463378.0,65.32,0.0,220.0,0.0,2020-11-05 06:36:07,57.0,72.0,2020-11-05,06:36:07
515.0,1,463387.0,65.43,0.0,183.0,0.0,2020-11-05 06:36:10,57.0,72.0,2020-11-05,06:36:10
515.0,1,463363.0,65.43,0.0,68.0,0.0,2020-11-05 06:36:00,57.0,72.0,2020-11-05,06:36:00
515.0,1,463314.0,65.2,0.0,456.0,0.0,2020-11-05 06:35:49,57.0,72.0,2020-11-05,06:35:49
515.0,1,463308.0,65.09,0.36,477.0,0.0,2020-11-05 06:35:48,57.0,72.0,2020-11-05,06:35:48
516.0,1,463536.0,65.78,0.0,0.0,0.0,2020-11-05 06:38:46,57.0,72.0,2020-11-05,06:38:46
516.0,1,463536.0,65.78,0.0,0.0,0.0,2020-11-05 06:38:40,57.0,72.0,2020-11-05,06:38:40
516.0,1,463536.0,65.89,0.0,0.0,0.0,2020-11-05 06:38:43,57.0,72.0,2020-11-05,06:38:43
519.0,1,464140.0,66.93,6.86,320.0,0.0,2020-11-05 08:17:23,57.0,72.0,2020-11-05,08:17:23
519.0,1,464121.0,66.7,5.04,304.0,0.0,2020-11-05 08:17:19,57.0,72.0,2020-11-05,08:17:19
519.0,1,464148.0,65.43,1.04,231.0,34.0,2020-11-05 08:17:25,57.0,72.0,2020-11-05,08:17:25
519.0,1,464106.0,65.66,1.8,73.0,11.0,2020-11-05 08:17:15,57.0,72.0,2020-11-05,08:17:15
519.0,1,464111.0,61.98,27.44,220.0,100.0,2020-11-05 08:17:17,57.0,72.0,2020-11-05,08:17:17
519.0,1,464103.0,66.01,0.0,0.0,0.0,2020-11-05 08:17:03,57.0,72.0,2020-11-05,08:17:03
519.0,1,464103.0,66.12,0.0,5.0,0.0,2020-11-05 08:17:06,57.0,72.0,2020-11-05,08:17:06
519.0,1,464170.0,65.89,0.0,63.0,0.0,2020-11-05 08:17:34,57.0,72.0,2020-11-05,08:17:34
519.0,1,464572.0,65.78,0.0,0.0,0.0,2020-11-05 08:20:37,57.0,72.0,2020-11-05,08:20:37
519.0,1,464572.0,65.78,0.0,0.0,0.0,2020-11-05 08:20:34,57.0,72.0,2020-11-05,08:20:34
519.0,1,464572.0,65.78,0.0,0.0,0.0,2020-11-05 08:20:38,57.0,72.0,2020-11-05,08:20:38
519.0,1,464585.0,61.64,27.8,330.0,100.0,2020-11-05 08:20:50,57.0,72.0,2020-11-05,08:20:50
519.0,1,464602.0,63.82,2.88,278.0,43.0,2020-11-05 08:20:53,57.0,72.0,2020-11-05,08:20:53
519.0,1,464572.0,65.89,0.0,0.0,0.0,2020-11-05 08:20:45,57.0,72.0,2020-11-05,08:20:45
519.0,1,464580.0,61.87,27.08,257.0,74.0,2020-11-05 08:20:49,57.0,72.0,2020-11-05,08:20:49
519.0,1,464572.0,65.78,0.0,0.0,0.0,2020-11-05 08:20:31,57.0,72.0,2020-11-05,08:20:31
519.0,1,464572.0,65.66,0.0,21.0,0.0,2020-11-05 08:20:25,57.0,72.0,2020-11-05,08:20:25
519.0,1,464572.0,65.78,0.0,0.0,0.0,2020-11-05 08:20:32,57.0,72.0,2020-11-05,08:20:32
519.0,1,465846.0,65.55,0.36,267.0,27.0,2020-11-05 08:23:34,57.0,72.0,2020-11-05,08:23:34
519.0,1,465911.0,62.9,14.8,598.0,100.0,2020-11-05 08:23:43,57.0,72.0,2020-11-05,08:23:43
519.0,1,466979.0,65.55,0.0,31.0,0.0,2020-11-05 08:26:56,57.0,72.0,2020-11-05,08:26:56
519.0,1,466978.0,65.55,0.0,15.0,0.0,2020-11-05 08:26:51,57.0,72.0,2020-11-05,08:26:51
519.0,1,466972.0,65.55,0.0,0.0,0.0,2020-11-05 08:26:37,57.0,72.0,2020-11-05,08:26:37
519.0,1,466972.0,65.55,0.0,0.0,0.0,2020-11-05 08:26:36,57.0,72.0,2020-11-05,08:26:36
519.0,1,466922.0,62.1,21.66,525.0,89.0,2020-11-05 08:26:20,57.0,72.0,2020-11-05,08:26:20
519.0,1,466850.0,61.98,24.92,357.0,72.0,2020-11-05 08:26:08,57.0,72.0,2020-11-05,08:26:08
519.0,1,466862.0,66.58,7.22,378.0,0.0,2020-11-05 08:26:10,57.0,72.0,2020-11-05,08:26:10
519.0,1,466795.0,65.55,1.08,294.0,26.0,2020-11-05 08:25:57,57.0,72.0,2020-11-05,08:25:57
519.0,1,466804.0,63.71,12.64,330.0,54.0,2020-11-05 08:25:59,57.0,72.0,2020-11-05,08:25:59
519.0,1,466778.0,65.89,1.8,435.0,0.0,2020-11-05 08:25:54,57.0,72.0,2020-11-05,08:25:54
519.0,1,466753.0,63.94,13.0,325.0,55.0,2020-11-05 08:25:50,57.0,72.0,2020-11-05,08:25:50
519.0,1,466748.0,64.02,7.58,372.0,8.0,2020-11-05 08:25:49,57.0,72.0,2020-11-05,08:25:49
519.0,1,466652.0,61.64,27.08,435.0,93.0,2020-11-05 08:25:36,57.0,72.0,2020-11-05,08:25:36
519.0,1,466646.0,62.56,24.2,393.0,70.0,2020-11-05 08:25:35,57.0,72.0,2020-11-05,08:25:35
519.0,1,466618.0,61.64,27.44,215.0,100.0,2020-11-05 08:25:30,57.0,72.0,2020-11-05,08:25:30
519.0,1,466572.0,66.01,3.24,278.0,0.0,2020-11-05 08:25:21,57.0,72.0,2020-11-05,08:25:21
519.0,1,466549.0,66.81,9.74,567.0,0.0,2020-11-05 08:25:17,57.0,72.0,2020-11-05,08:25:17
519.0,1,466511.0,63.02,14.08,598.0,100.0,2020-11-05 08:25:13,57.0,72.0,2020-11-05,08:25:13
519.0,1,466368.0,62.67,18.42,572.0,98.0,2020-11-05 08:24:56,57.0,72.0,2020-11-05,08:24:56
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:17:46,57.0,72.0,2020-11-06,12:17:46
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:17:45,57.0,72.0,2020-11-06,12:17:45
527.0,1,472461.0,67.04,0.0,0.0,0.0,2020-11-06 12:17:41,57.0,72.0,2020-11-06,12:17:41
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:18:05,57.0,74.0,2020-11-06,12:18:05
527.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:18:01,57.0,72.0,2020-11-06,12:18:01
515.0,1,461640.0,62.21,24.92,372.0,100.0,2020-11-05 06:31:16,57.0,72.0,2020-11-05,06:31:16
515.0,1,461992.0,65.55,0.0,0.0,0.0,2020-11-05 06:32:11,57.0,72.0,2020-11-05,06:32:11
515.0,1,461992.0,65.55,0.0,0.0,0.0,2020-11-05 06:32:12,57.0,72.0,2020-11-05,06:32:12
515.0,1,461992.0,65.78,0.0,0.0,0.0,2020-11-05 06:32:35,57.0,72.0,2020-11-05,06:32:35
519.0,1,464311.0,65.78,0.0,283.0,19.0,2020-11-05 08:18:28,57.0,72.0,2020-11-05,08:18:28
519.0,1,464335.0,63.36,17.34,388.0,69.0,2020-11-05 08:18:33,57.0,72.0,2020-11-05,08:18:33
519.0,1,464350.0,66.7,6.14,462.0,0.0,2020-11-05 08:18:35,57.0,72.0,2020-11-05,08:18:35
519.0,1,464356.0,67.04,9.02,420.0,0.0,2020-11-05 08:18:36,57.0,72.0,2020-11-05,08:18:36
519.0,1,464448.0,64.51,10.1,236.0,74.0,2020-11-05 08:18:57,57.0,72.0,2020-11-05,08:18:57
519.0,1,465206.0,64.97,5.78,640.0,100.0,2020-11-05 08:22:03,57.0,72.0,2020-11-05,08:22:03
519.0,1,465146.0,64.05,10.46,624.0,99.0,2020-11-05 08:21:57,57.0,72.0,2020-11-05,08:21:57
519.0,1,465155.0,64.4,9.02,624.0,100.0,2020-11-05 08:21:58,57.0,72.0,2020-11-05,08:21:58
519.0,1,465287.0,64.05,9.74,624.0,100.0,2020-11-05 08:22:11,57.0,72.0,2020-11-05,08:22:11
519.0,1,465236.0,64.28,7.58,630.0,100.0,2020-11-05 08:22:06,57.0,72.0,2020-11-05,08:22:06
519.0,1,465329.0,65.55,3.24,498.0,52.0,2020-11-05 08:22:16,57.0,72.0,2020-11-05,08:22:16
528.0,1,472461.0,66.93,0.0,0.0,0.0,2020-11-06 12:19:15,57.0,74.0,2020-11-06,12:19:15
655.0,1,607754.0,65.09,0.0,157.0,32.0,2020-11-16 15:47:35,57.0,72.0,2020-11-16,15:47:35
655.0,1,607751.0,65.09,0.0,189.0,30.0,2020-11-16 15:47:34,57.0,72.0,2020-11-16,15:47:34
655.0,1,607862.0,65.09,0.0,147.0,35.0,2020-11-16 15:48:08,57.0,72.0,2020-11-16,15:48:08
655.0,1,607842.0,63.48,9.02,215.0,37.0,2020-11-16 15:48:02,57.0,72.0,2020-11-16,15:48:02
655.0,1,608035.0,63.71,7.22,262.0,42.0,2020-11-16 15:49:00,57.0,72.0,2020-11-16,15:49:00
655.0,1,608011.0,63.82,7.94,162.0,32.0,2020-11-16 15:48:54,57.0,72.0,2020-11-16,15:48:54
655.0,1,608007.0,64.86,0.36,147.0,36.0,2020-11-16 15:48:52,57.0,72.0,2020-11-16,15:48:52
655.0,1,608096.0,63.25,7.9,336.0,52.0,2020-11-16 15:49:18,57.0,72.0,2020-11-16,15:49:18
655.0,1,608072.0,61.52,23.84,199.0,48.0,2020-11-16 15:49:13,57.0,72.0,2020-11-16,15:49:13
655.0,1,608195.0,63.59,6.86,225.0,36.0,2020-11-16 15:49:42,57.0,72.0,2020-11-16,15:49:42
655.0,1,608202.0,64.51,0.0,225.0,33.0,2020-11-16 15:49:44,57.0,72.0,2020-11-16,15:49:44
655.0,1,608208.0,64.74,0.0,0.0,0.0,2020-11-16 15:49:50,57.0,72.0,2020-11-16,15:49:50
655.0,1,608208.0,64.86,0.0,0.0,0.0,2020-11-16 15:49:55,57.0,72.0,2020-11-16,15:49:55
655.0,1,608208.0,64.86,0.0,0.0,0.0,2020-11-16 15:49:53,57.0,72.0,2020-11-16,15:49:53
655.0,1,608208.0,64.86,0.0,0.0,0.0,2020-11-16 15:49:57,57.0,72.0,2020-11-16,15:49:57
655.0,1,608209.0,62.9,7.22,52.0,19.0,2020-11-16 15:50:01,57.0,72.0,2020-11-16,15:50:01
655.0,1,608208.0,64.74,0.0,0.0,0.0,2020-11-16 15:49:52,57.0,72.0,2020-11-16,15:49:52
655.0,1,608208.0,64.86,0.0,0.0,0.0,2020-11-16 15:49:56,57.0,72.0,2020-11-16,15:49:56
655.0,1,608209.0,61.98,11.56,63.0,29.0,2020-11-16 15:50:00,57.0,72.0,2020-11-16,15:50:00
655.0,1,607735.0,65.43,0.0,0.0,0.0,2020-11-16 15:47:23,57.0,72.0,2020-11-16,15:47:23
655.0,1,607738.0,61.06,16.24,94.0,37.0,2020-11-16 15:47:30,57.0,72.0,2020-11-16,15:47:30
655.0,1,607743.0,64.17,6.86,162.0,30.0,2020-11-16 15:47:31,57.0,72.0,2020-11-16,15:47:31
655.0,1,607809.0,64.4,5.78,210.0,33.0,2020-11-16 15:47:51,57.0,72.0,2020-11-16,15:47:51
655.0,1,607806.0,64.86,1.8,210.0,28.0,2020-11-16 15:47:50,57.0,72.0,2020-11-16,15:47:50
